Paramètre | Fonction  
0.103621   | 0.000000  
0.104920   | 0.000000  
0.106219   | 0.000000  
0.107518   | 0.000000  
0.108817   | 0.000000  
0.110116   | 0.000000  
0.111415   | 0.000000  
0.112714   | 0.000000  
0.114013   | 0.000000  
0.115312   | 0.000000  
0.116611   | 0.000000  
0.117910   | 0.000000  
0.119209   | 0.000000  
0.120508   | 0.000000  
0.121807   | 0.000000  
0.123106   | 0.000000  
0.124405   | 0.000000  
0.125704   | 0.000000  
0.127003   | 0.000000  
0.128302   | 0.000000  
0.129601   | 0.000000  
0.130900   | 0.000000  
0.132199   | 0.000000  
0.133498   | 0.000000  
0.134797   | 0.000000  
0.136096   | 0.000000  
0.137395   | 0.000000  
0.138694   | 0.000000  
0.139993   | 0.000000  
0.141292   | 0.000000  
0.142591   | 0.000000  
0.143890   | 0.000000  
0.145189   | 0.000000  
0.146488   | 0.000000  
0.147787   | -0.000034 
0.149086   | -0.000032 
0.150385   | -0.000009 
0.151684   | 0.000000  
0.152983   | -0.000067 
0.154282   | -0.000001 
0.155581   | -0.000053 
0.156880   | -0.000033 
0.158179   | -0.000005 
0.159478   | -0.000098 
0.160777   | -0.000516 
0.162076   | -0.001322 
0.163375   | -0.002183 
0.164674   | -0.003022 
0.165973   | -0.003791 
0.167272   | -0.004635 
0.168571   | -0.005528 
0.169870   | -0.006453 
0.171169   | -0.007330 
0.172468   | -0.008247 
0.173767   | -0.009122 
0.175066   | -0.010064 
0.176365   | -0.011056 
0.177664   | -0.011985 
0.178963   | -0.012984 
0.180262   | -0.013966 
0.181561   | -0.015014 
0.182860   | -0.015985 
0.184159   | -0.017068 
0.185458   | -0.018075 
0.186757   | -0.019137 
0.188056   | -0.020219 
0.189355   | -0.021314 
0.190654   | -0.022424 
0.191953   | -0.023598 
0.193252   | -0.024701 
0.194551   | -0.025845 
0.195850   | -0.027032 
0.197149   | -0.028229 
0.198448   | -0.029463 
0.199747   | -0.030616 
0.201046   | -0.031850 
0.202345   | -0.033154 
0.203644   | -0.034359 
0.204943   | -0.035704 
0.206242   | -0.036933 
0.207541   | -0.038280 
0.208840   | -0.039574 
0.210139   | -0.040913 
0.211438   | -0.042316 
0.212737   | -0.043705 
0.214036   | -0.045058 
0.215335   | -0.046568 
0.216634   | -0.047973 
0.217933   | -0.049323 
0.219232   | -0.050789 
0.220531   | -0.052288 
0.221830   | -0.053844 
0.223129   | -0.055250 
0.224428   | -0.056789 
0.225727   | -0.058332 
0.227026   | -0.059930 
0.228325   | -0.061487 
0.229624   | -0.063054 
0.230923   | -0.064673 
0.232222   | -0.066390 
0.233521   | -0.068007 
0.234820   | -0.069674 
0.236119   | -0.071294 
0.237418   | -0.073100 
0.238717   | -0.074757 
0.240016   | -0.076583 
0.241315   | -0.078211 
0.242614   | -0.080019 
0.243913   | -0.081952 
0.245212   | -0.083711 
0.246511   | -0.085549 
0.247810   | -0.087298 
0.249109   | -0.089256 
0.250408   | -0.091010 
0.251707   | -0.093045 
0.253006   | -0.094939 
0.254305   | -0.096926 
0.255604   | -0.098807 
0.256903   | -0.100739 
0.258202   | -0.102937 
0.259501   | -0.104843 
0.260800   | -0.107005 
0.262099   | -0.109053 
0.263398   | -0.110894 
0.264697   | -0.113109 
0.265996   | -0.115113 
0.267295   | -0.117228 
0.268594   | -0.119449 
0.269893   | -0.121595 
0.271192   | -0.123771 
0.272491   | -0.125984 
0.273790   | -0.128275 
0.275089   | -0.130599 
0.276388   | -0.132712 
0.277687   | -0.135216 
0.278986   | -0.137319 
0.280285   | -0.139657 
0.281584   | -0.142097 
0.282883   | -0.144397 
0.284182   | -0.147041 
0.285481   | -0.149446 
0.286780   | -0.151804 
0.288079   | -0.154077 
0.289378   | -0.156590 
0.290677   | -0.159346 
0.291976   | -0.161539 
0.293275   | -0.164256 
0.294574   | -0.166740 
0.295873   | -0.169607 
0.297172   | -0.171806 
0.298471   | -0.174882 
0.299770   | -0.177186 
0.301069   | -0.179927 
0.302368   | -0.182427 
0.303667   | -0.185562 
0.304966   | -0.188109 
0.306265   | -0.190695 
0.307564   | -0.193775 
0.308863   | -0.196471 
0.310162   | -0.198976 
0.311461   | -0.201977 
0.312760   | -0.205080 
0.314059   | -0.207513 
0.315358   | -0.210814 
0.316657   | -0.213467 
0.317956   | -0.216456 
0.319255   | -0.219235 
0.320554   | -0.222915 
0.321853   | -0.226377 
0.323152   | -0.229526 
0.324451   | -0.232663 
0.325750   | -0.236126 
0.327049   | -0.239638 
0.328348   | -0.243485 
0.329647   | -0.247096 
0.330946   | -0.251006 
0.332245   | -0.253994 
0.333544   | -0.257673 
0.334843   | -0.261221 
0.336142   | -0.265308 
0.337441   | -0.269172 
0.338740   | -0.272277 
0.340039   | -0.276106 
0.341338   | -0.279821 
0.342637   | -0.283629 
0.343936   | -0.287576 
0.345235   | -0.291307 
0.346534   | -0.295559 
0.347833   | -0.299748 
0.349132   | -0.303049 
0.350431   | -0.307062 
0.351730   | -0.311624 
0.353029   | -0.314995 
0.354328   | -0.319022 
0.355627   | -0.323501 
0.356926   | -0.327291 
0.358225   | -0.331339 
0.359524   | -0.336193 
0.360823   | -0.339634 
0.362122   | -0.344353 
0.363421   | -0.348025 
0.364720   | -0.352640 
0.366019   | -0.356519 
0.367318   | -0.360812 
0.368617   | -0.365137 
0.369916   | -0.370282 
0.371215   | -0.373952 
0.372514   | -0.378501 
0.373813   | -0.382711 
0.375112   | -0.387186 
0.376411   | -0.391773 
0.377710   | -0.396751 
0.379009   | -0.400807 
0.380308   | -0.406183 
0.381607   | -0.410783 
0.382906   | -0.414408 
0.384205   | -0.419023 
0.385504   | -0.423717 
0.386803   | -0.428510 
0.388102   | -0.433700 
0.389401   | -0.437829 
0.390700   | -0.443554 
0.391999   | -0.447925 
0.393298   | -0.452285 
0.394597   | -0.457361 
0.395896   | -0.462425 
0.397195   | -0.466966 
0.398494   | -0.471716 
0.399793   | -0.476665 
0.401092   | -0.482285 
0.402391   | -0.486771 
0.403690   | -0.492329 
0.404989   | -0.497341 
0.406288   | -0.502185 
0.407587   | -0.507334 
0.408886   | -0.512832 
0.410185   | -0.517186 
0.411484   | -0.522590 
0.412783   | -0.528648 
0.414082   | -0.533999 
0.415381   | -0.538892 
0.416680   | -0.543376 
0.417979   | -0.548633 
0.419278   | -0.554758 
0.420577   | -0.559314 
0.421876   | -0.564801 
0.423175   | -0.570658 
0.424474   | -0.575535 
0.425773   | -0.581726 
0.427072   | -0.587474 
0.428371   | -0.593204 
0.429670   | -0.597709 
0.430969   | -0.603140 
0.432268   | -0.608960 
0.433567   | -0.615426 
0.434866   | -0.620066 
0.436165   | -0.625697 
0.437464   | -0.631510 
0.438763   | -0.638256 
0.440062   | -0.643057 
0.441361   | -0.649900 
0.442660   | -0.655254 
0.443959   | -0.660245 
0.445258   | -0.665905 
0.446557   | -0.671784 
0.447856   | -0.677884 
0.449155   | -0.683802 
0.450454   | -0.689838 
0.451753   | -0.696755 
0.453052   | -0.701849 
0.454351   | -0.707811 
0.455650   | -0.713492 
0.456949   | -0.720806 
0.458248   | -0.725549 
0.459547   | -0.732380 
0.460846   | -0.738194 
0.462145   | -0.744434 
0.463444   | -0.751117 
0.464743   | -0.756586 
0.466042   | -0.763310 
0.467341   | -0.768898 
0.468640   | -0.775738 
0.469939   | -0.782083 
0.471238   | -0.788887 
0.472537   | -0.794264 
0.473836   | -0.800302 
0.475135   | -0.808028 
0.476434   | -0.813094 
0.477733   | -0.819442 
0.479032   | -0.826327 
0.480331   | -0.832975 
0.481630   | -0.839255 
0.482929   | -0.846028 
0.484228   | -0.852965 
0.485527   | -0.858401 
0.486826   | -0.866132 
0.488125   | -0.871888 
0.489424   | -0.878216 
0.490723   | -0.884815 
0.492022   | -0.891707 
0.493321   | -0.898453 
0.494620   | -0.904989 
0.495919   | -0.912577 
0.497218   | -0.918714 
0.498517   | -0.926322 
0.499816   | -0.932403 
0.501115   | -0.938785 
0.502414   | -0.947112 
0.503713   | -0.952402 
0.505012   | -0.959623 
0.506311   | -0.966377 
0.507610   | -0.973586 
0.508909   | -0.979814 
0.510208   | -0.987114 
0.511507   | -0.995525 
0.512806   | -1.000651 
0.514105   | -1.007890 
0.515404   | -1.014687 
0.516703   | -1.023495 
0.518002   | -1.030317 
0.519301   | -1.037135 
0.520600   | -1.043310 
0.521899   | -1.050114 
0.523198   | -1.057301 
0.524497   | -1.064579 
0.525796   | -1.071313 
0.527095   | -1.078965 
0.528394   | -1.087280 
0.529693   | -1.094430 
0.530992   | -1.100076 
0.532291   | -1.107612 
0.533590   | -1.116110 
0.534889   | -1.122665 
0.536188   | -1.129902 
0.537487   | -1.137737 
0.538786   | -1.145243 
0.540085   | -1.151219 
0.541384   | -1.159075 
0.542683   | -1.166505 
0.543982   | -1.174288 
0.545281   | -1.180530 
0.546580   | -1.187924 
0.547879   | -1.195580 
0.549178   | -1.203867 
0.550477   | -1.209978 
0.551776   | -1.217436 
0.553075   | -1.225129 
0.554374   | -1.233842 
0.555673   | -1.240794 
0.556972   | -1.247682 
0.558271   | -1.254826 
0.559570   | -1.263384 
0.560869   | -1.270575 
0.562168   | -1.277313 
0.563467   | -1.284943 
0.564766   | -1.293522 
0.566065   | -1.300039 
0.567364   | -1.307543 
0.568663   | -1.315214 
0.569962   | -1.322613 
0.571261   | -1.331007 
0.572560   | -1.338206 
0.573859   | -1.346271 
0.575158   | -1.353210 
0.576457   | -1.360862 
0.577756   | -1.368378 
0.579055   | -1.376224 
0.580354   | -1.383529 
0.581653   | -1.392029 
0.582952   | -1.399321 
0.584251   | -1.406972 
0.585550   | -1.414626 
0.586849   | -1.422283 
0.588148   | -1.429569 
0.589447   | -1.437775 
0.590746   | -1.444952 
0.592045   | -1.452904 
0.593344   | -1.460424 
0.594643   | -1.468299 
0.595942   | -1.475717 
0.597241   | -1.483588 
0.598540   | -1.491033 
0.599839   | -1.498306 
0.601138   | -1.506590 
0.602437   | -1.514262 
0.603736   | -1.521833 
0.605035   | -1.530059 
0.606334   | -1.537239 
0.607633   | -1.544922 
0.608932   | -1.552460 
0.610231   | -1.560566 
0.611530   | -1.568153 
0.612829   | -1.575745 
0.614128   | -1.583412 
0.615427   | -1.591153 
0.616726   | -1.598155 
0.618025   | -1.606660 
0.619324   | -1.614198 
0.620623   | -1.621677 
0.621922   | -1.628914 
0.623221   | -1.637223 
0.624520   | -1.644951 
0.625819   | -1.652698 
0.627118   | -1.658404 
0.628417   | -1.667959 
0.629716   | -1.675526 
0.631015   | -1.682934 
0.632314   | -1.690760 
0.633613   | -1.698202 
0.634912   | -1.705619 
0.636211   | -1.713069 
0.637510   | -1.721160 
0.638809   | -1.728070 
0.640108   | -1.736310 
0.641407   | -1.743969 
0.642706   | -1.751849 
0.644005   | -1.759463 
0.645304   | -1.767297 
0.646603   | -1.774975 
0.647902   | -1.782465 
0.649201   | -1.789896 
0.650500   | -1.795430 
0.651799   | -1.805731 
0.653098   | -1.811514 
0.654397   | -1.819380 
0.655696   | -1.823648 
0.656995   | -1.831846 
0.658294   | -1.843520 
0.659593   | -1.848960 
0.660892   | -1.858907 
0.662191   | -1.866430 
0.663490   | -1.873765 
0.664789   | -1.881407 
0.666088   | -1.888779 
0.667387   | -1.896459 
0.668686   | -1.902315 
0.669985   | -1.910556 
0.671284   | -1.918661 
0.672583   | -1.924732 
0.673882   | -1.930216 
0.675181   | -1.940469 
0.676480   | -1.945612 
0.677779   | -1.955392 
0.679078   | -1.962513 
0.680377   | -1.968976 
0.681676   | -1.974228 
0.682975   | -1.982114 
0.684274   | -1.991247 
0.685573   | -1.993658 
0.686872   | -2.003633 
0.688171   | -2.007415 
0.689470   | -2.016808 
0.690769   | -2.026752 
0.692068   | -2.033213 
0.693367   | -2.039757 
0.694666   | -2.043763 
0.695965   | -2.052418 
0.697264   | -2.052188 
0.698563   | -2.066542 
0.699862   | -2.075122 
0.701161   | -2.080029 
0.702460   | -2.088254 
0.703759   | -2.095147 
0.705058   | -2.101476 
0.706357   | -2.107323 
0.707656   | -2.112678 
0.708955   | -2.120417 
0.710254   | -2.128162 
0.711553   | -2.134363 
0.712852   | -2.141064 
0.714151   | -2.129682 
0.715450   | -2.150999 
0.716749   | -2.149726 
0.718048   | -2.163449 
0.719347   | -2.167495 
0.720646   | -2.178845 
0.721945   | -2.184989 
0.723244   | -2.183134 
0.724543   | -2.187590 
0.725842   | -2.198522 
0.727141   | -2.200701 
0.728440   | -2.213136 
0.729739   | -2.213457 
0.731038   | -2.225503 
0.732337   | -2.222166 
0.733636   | -2.226559 
0.734935   | -2.238715 
0.736234   | -2.234259 
0.737533   | -2.253522 
0.738832   | -2.256391 
0.740131   | -2.257435 
0.741430   | -2.261224 
0.742729   | -2.275850 
0.744028   | -2.271221 
0.745327   | -2.285147 
0.746626   | -2.286944 
0.747925   | -2.293566 
0.749224   | -2.288697 
0.750523   | -2.290704 
0.751822   | -2.296120 
0.753121   | -2.315252 
0.754420   | -2.311401 
0.755719   | -2.322442 
0.757018   | -2.330836 
0.758317   | -2.326049 
0.759616   | -2.326934 
0.760915   | -2.327964 
0.762214   | -2.343628 
0.763513   | -2.353453 
0.764812   | -2.340418 
0.766111   | -2.358762 
0.767410   | -2.366063 
0.768709   | -2.361784 
0.770008   | -2.373200 
0.771307   | -2.357997 
0.772606   | -2.351375 
0.773905   | -2.382272 
0.775204   | -2.382205 
0.776503   | -2.385125 
0.777802   | -2.373913 
0.779101   | -2.363967 
0.780400   | -2.398116 
0.781699   | -2.406415 
0.782998   | -2.409493 
0.784297   | -2.377529 
0.785596   | -2.415772 
0.786895   | -2.398983 
0.788194   | -2.421662 
0.789493   | -2.419283 
0.790792   | -2.413134 
0.792091   | -2.419646 
0.793390   | -2.425657 
0.794689   | -2.407155 
0.795988   | -2.416948 
0.797287   | -2.424724 
0.798586   | -2.429238 
0.799885   | -2.440233 
0.801184   | -2.443626 
0.802483   | -2.439223 
0.803782   | -2.441922 
0.805081   | -2.452008 
0.806380   | -2.453460 
0.807679   | -2.454504 
0.808978   | -2.434120 
0.810277   | -2.459001 
0.811576   | -2.454681 
0.812875   | -2.445816 
0.814174   | -2.443787 
0.815473   | -2.462100 
0.816772   | -2.454601 
0.818071   | -2.436493 
0.819370   | -2.437610 
0.820669   | -2.445044 
0.821968   | -2.468386 
0.823267   | -2.467326 
0.824566   | -2.469669 
0.825865   | -2.469496 
0.827164   | -2.469892 
0.828463   | -2.459452 
0.829762   | -2.438409 
0.831061   | -2.465105 
0.832360   | -2.433964 
0.833659   | -2.469075 
0.834958   | -2.468672 
0.836257   | -2.424557 
0.837556   | -2.443284 
0.838855   | -2.453224 
0.840154   | -2.429193 
0.841453   | -2.456385 
0.842752   | -2.457113 
0.844051   | -2.461128 
0.845350   | -2.458347 
0.846649   | -2.433121 
0.847948   | -2.432680 
0.849247   | -2.438676 
0.850546   | -2.445422 
0.851845   | -2.450776 
0.853144   | -2.448492 
0.854443   | -2.446037 
0.855742   | -2.441012 
0.857041   | -2.440675 
0.858340   | -2.412829 
0.859639   | -2.420001 
0.860938   | -2.431366 
0.862237   | -2.427306 
0.863536   | -2.416753 
0.864835   | -2.375523 
0.866134   | -2.417016 
0.867433   | -2.398627 
0.868732   | -2.396303 
0.870031   | -2.392884 
0.871330   | -2.399933 
0.872629   | -2.376473 
0.873928   | -2.367427 
0.875227   | -2.386964 
0.876526   | -2.381971 
0.877825   | -2.376818 
0.879124   | -2.371502 
0.880423   | -2.364588 
0.881722   | -2.360159 
0.883021   | -2.326277 
0.884320   | -2.337324 
0.885619   | -2.342447 
0.886918   | -2.305480 
0.888217   | -2.322945 
0.889516   | -2.322983 
0.890815   | -2.316148 
0.892114   | -2.309138 
0.893413   | -2.301950 
0.894712   | -2.294584 
0.896011   | -2.281508 
0.897310   | -2.276700 
0.898609   | -2.234196 
0.899908   | -2.263308 
0.901207   | -2.246591 
0.902506   | -2.246562 
0.903805   | -2.200694 
0.905104   | -2.229056 
0.906403   | -2.184166 
0.907702   | -2.210798 
0.909001   | -2.199630 
0.910300   | -2.191514 
0.911599   | -2.181940 
0.912898   | -2.160664 
0.914197   | -2.124997 
0.915496   | -2.112392 
0.916795   | -2.138910 
0.918094   | -2.129849 
0.919393   | -2.108458 
0.920692   | -2.093153 
0.921991   | -2.095691 
0.923290   | -2.084471 
0.924589   | -2.047992 
0.925888   | -2.057580 
0.927187   | -2.036499 
0.928486   | -2.035692 
0.929785   | -1.989092 
0.931084   | -1.969370 
0.932383   | -1.967359 
0.933682   | -1.983413 
0.934981   | -1.969784 
0.936280   | -1.920649 
0.937579   | -1.938131 
0.938878   | -1.912380 
0.940177   | -1.912983 
0.941476   | -1.898174 
0.942775   | -1.882672 
0.944074   | -1.840061 
0.945373   | -1.825172 
0.946672   | -1.833510 
0.947971   | -1.820747 
0.949270   | -1.790979 
0.950569   | -1.784140 
0.951868   | -1.771364 
0.953167   | -1.754409 
0.954466   | -1.737203 
0.955765   | -1.719575 
0.957064   | -1.702033 
0.958363   | -1.675779 
0.959662   | -1.640758 
0.960961   | -1.647357 
0.962260   | -1.628612 
0.963559   | -1.593903 
0.964858   | -1.569447 
0.966157   | -1.570795 
0.967456   | -1.534521 
0.968755   | -1.529051 
0.970054   | -1.510566 
0.971353   | -1.480489 
0.972652   | -1.469049 
0.973951   | -1.447875 
0.975250   | -1.424162 
0.976549   | -1.404690 
0.977848   | -1.378772 
0.979147   | -1.360370 
0.980446   | -1.337787 
0.981745   | -1.314911 
0.983044   | -1.290393 
0.984343   | -1.268288 
0.985642   | -1.243881 
0.986941   | -1.220489 
0.988240   | -1.189533 
0.989539   | -1.171497 
0.990838   | -1.144767 
0.992137   | -1.121299 
0.993436   | -1.095742 
0.994735   | -1.069878 
0.996034   | -1.043704 
0.997333   | -1.017218 
0.998632   | -0.990418 
0.999931   | -0.944681 
1.001230   | -0.935870 
1.002529   | -0.908118 
1.003828   | -0.880044 
1.005127   | -0.851646 
1.006426   | -0.807529 
1.007725   | -0.793870 
1.009024   | -0.764489 
1.010323   | -0.734775 
1.011622   | -0.704728 
1.012921   | -0.674344 
1.014220   | -0.639812 
1.015519   | -0.603453 
1.016818   | -0.581155 
1.018117   | -0.549406 
1.019416   | -0.517310 
1.020715   | -0.484865 
1.022014   | -0.442654 
1.023313   | -0.418920 
1.024612   | -0.385415 
1.025911   | -0.351553 
1.027210   | -0.317332 
1.028509   | -0.282748 
1.029808   | -0.247801 
1.031107   | -0.212487 
1.032406   | -0.176805 
1.033705   | -0.138949 
1.035004   | -0.104326 
1.036303   | -0.067525 
1.037602   | -0.030346 
1.038901   | 0.007212  
1.040200   | 0.045153  
1.041499   | 0.083477  
1.042798   | 0.122189  
1.044097   | 0.161289  
1.045396   | 0.200780  
1.046695   | 0.240664  
1.047994   | 0.280945  
1.049293   | 0.321623  
1.050592   | 0.362702  
1.051891   | 0.404184  
1.053190   | 0.446072  
1.054489   | 0.488366  
1.055788   | 0.531071  
1.057087   | 0.574188  
1.058386   | 0.617719  
1.059685   | 0.661668  
1.060984   | 0.706037  
1.062283   | 0.750827  
1.063582   | 0.796042  
1.064881   | 0.841684  
1.066180   | 0.887755  
1.067479   | 0.934257  
1.068778   | 0.981195  
1.070077   | 1.028568  
1.071376   | 1.076381  
1.072675   | 1.124636  
1.073974   | 1.173335  
1.075273   | 1.222481  
1.076572   | 1.272076  
1.077871   | 1.322123  
1.079170   | 1.372625  
1.080469   | 1.423583  
1.081768   | 1.475001  
1.083067   | 1.526881  
1.084366   | 1.579226  
1.085665   | 1.632038  
1.086964   | 1.685320  
1.088263   | 1.739074  
1.089562   | 1.793304  
1.090861   | 1.848011  
1.092160   | 1.903199  
1.093459   | 1.958870  
1.094758   | 2.015027  
1.096057   | 2.071672  
1.097356   | 2.128809  
1.098655   | 2.186439  
1.099954   | 2.244566  
1.101253   | 2.303192  
1.102552   | 2.362320  
1.103851   | 2.421952  
1.105150   | 2.482093  
1.106449   | 2.542743  
1.107748   | 2.603907  
1.109047   | 2.665586  
1.110346   | 2.727784  
1.111645   | 2.790503  
1.112944   | 2.853746  
1.114243   | 2.917517  
1.115542   | 2.981817  
1.116841   | 3.046650  
1.118140   | 3.112018  
1.119439   | 3.177925  
1.120738   | 3.244373  
1.122037   | 3.311366  
1.123336   | 3.378905  
1.124635   | 3.446994  
1.125934   | 3.515636  
1.127233   | 3.584834  
1.128532   | 3.654591  
1.129831   | 3.724909  
1.131130   | 3.795792  
1.132429   | 3.867243  
1.133728   | 3.939264  
1.135027   | 4.011858  
1.136326   | 4.085030  
1.137625   | 4.158780  
1.138924   | 4.233114  
1.140223   | 4.308033  
1.141522   | 4.383540  
1.142821   | 4.459640  
1.144120   | 4.536334  
1.145419   | 4.613626  
1.146718   | 4.691519  
1.148017   | 4.770015  
1.149316   | 4.849120  
1.150615   | 4.928834  
1.151914   | 5.009162  
1.153213   | 5.090106  
1.154512   | 5.171670  
1.155811   | 5.253856  
1.157110   | 5.336669  
1.158409   | 5.420111  
1.159708   | 5.504185  
1.161007   | 5.588895  
1.162306   | 5.674244  
1.163605   | 5.760235  
1.164904   | 5.846871  
1.166203   | 5.934156  
1.167502   | 6.022092  
1.168801   | 6.110684  
1.170100   | 6.199934  
1.171399   | 6.289846  
1.172698   | 6.380422  
1.173997   | 6.471667  
1.175296   | 6.563584  
1.176595   | 6.656175  
1.177894   | 6.749445  
1.179193   | 6.843396  
1.180492   | 6.938033  
1.181791   | 7.033358  
1.183090   | 7.129375  
1.184389   | 7.226087  
1.185688   | 7.323498  
1.186987   | 7.421611  
1.188286   | 7.520430  
1.189585   | 7.619957  
1.190884   | 7.720197  
1.192183   | 7.821154  
1.193482   | 7.922829  
1.194781   | 8.025228  
1.196080   | 8.128353  
1.197379   | 8.232208  
1.198678   | 8.336797  
1.199977   | 8.442123  
1.201276   | 8.548190  
1.202575   | 8.655001  
1.203874   | 8.762559  
1.205173   | 8.870870  
1.206472   | 8.979935  
1.207771   | 9.089759  
1.209070   | 9.200346  
1.210369   | 9.311698  
1.211668   | 9.423821  
1.212967   | 9.536716  
1.214266   | 9.650389  
1.215565   | 9.764842  
1.216864   | 9.880080  
1.218163   | 9.996106  
1.219462   | 10.112924 
1.220761   | 10.230537 
1.222060   | 10.348950 
1.223359   | 10.468167 
1.224658   | 10.588190 
1.225957   | 10.709024 
1.227256   | 10.830672 
1.228555   | 10.953139 
1.229854   | 11.076428 
1.231153   | 11.200544 
1.232452   | 11.325489 
1.233751   | 11.451268 
1.235050   | 11.577885 
1.236349   | 11.705344 
1.237648   | 11.833648 
1.238947   | 11.962801 
1.240246   | 12.092808 
1.241545   | 12.223672 
1.242844   | 12.355398 
1.244143   | 12.487989 
1.245442   | 12.621449 
1.246741   | 12.755782 
1.248040   | 12.890993 
1.249339   | 13.027085 
1.250638   | 13.164062 
1.251937   | 13.301929 
1.253236   | 13.440689 
1.254535   | 13.580347 
1.255834   | 13.720907 
1.257133   | 13.862372 
1.258432   | 14.004747 
1.259731   | 14.148037 
1.261030   | 14.292244 
1.262329   | 14.437374 
1.263628   | 14.583430 
1.264927   | 14.730417 
1.266226   | 14.878339 
1.267525   | 15.027199 
1.268824   | 15.177004 
1.270123   | 15.327755 
1.271422   | 15.479459 
1.272721   | 15.632118 
1.274020   | 15.785738 
1.275319   | 15.940323 
1.276618   | 16.095876 
1.277917   | 16.252403 
1.279216   | 16.409908 
1.280515   | 16.568355 
1.281814   | 16.727728 
1.283113   | 16.888092 
1.284412   | 17.049451 
1.285711   | 17.211809 
1.287010   | 17.375171 
1.288309   | 17.539541 
1.289608   | 17.704924 
1.290907   | 17.871323 
1.292206   | 18.038744 
1.293505   | 18.207191 
1.294804   | 18.376669 
1.296103   | 18.547181 
1.297402   | 18.718733 
1.298701   | 18.891329 
